symbol,end_date,amend,period_focus,fiscal_year,doc_type,revenues,op_income,net_income,eps_basic,eps_diluted,dividend,assets,cur_assets,cur_liab,cash,equity,cash_flow_op,cash_flow_inv,cash_flow_fin
AAP,2016-04-23,False,Q1,2016,10-Q,2979778000.0,270999000.0,158813000.0,2.16,2.14,0.06,8438963000.0,5266227000.0,3908563000.0,103708000.0,2629139000.0,75301000.0,-87911000.0,22952000.0
WMS,2015-06-30,False,Q1,2015,10-Q,349124000.0,29681000.0,9475000.0,0.18,0.18,0.05,1117865000.0,514366000.0,207532000.0,4847000.0,220706000.0,-18142000.0,-15561000.0,34745000.0
WMS,2015-09-30,False,Q2,2015,10-Q,383329000.0,33360000.0,9452000.0,0.18,0.17,0.05,1106635000.0,500859000.0,228459000.0,3481000.0,226112000.0,16924000.0,-25100000.0,7674000.0
WMS,2015-12-31,False,Q3,2016,10-Q,312827000.0,24088000.0,6813000.0,0.13,0.12,0.05,1000847000.0,402276000.0,211475000.0,6412000.0,230424000.0,129441000.0,-35403000.0,-89816000.0
BRS,2016-03-31,False,FY,2016,10-K,1715513000.0,,-73940000.0,-2.12,-2.12,1.09,3271862000.0,593096000.0,392690000.0,104310000.0,1509892000.0,116026000.0,-316750000.0,191614000.0
CHS,2016-04-30,False,Q1,2016,10-Q,642977000.0,50543000.0,30438000.0,0.23,0.23,0.16,1136116000.0,450527000.0,296858000.0,56502000.0,613477000.0,32636000.0,-13303000.0,-52751000.0
CSRA,2016-04-01,False,FY,2016,10-K,4250447000.0,562730000.0,87145000.0,0.54,0.53,0.2,4846300000.0,1004522000.0,1085739000.0,130016000.0,90238000.0,553516000.0,-1605319000.0,1176840000.0
DECK,2016-03-31,False,FY,2016,10-K,526000000.0,162127000.0,122265000.0,3.76,3.7,0.0,1278068000.0,785765000.0,238498000.0,245956000.0,967471000.0,125581000.0,-67221000.0,-36340000.0
LPG,2016-03-31,True,FY,2016,10-K,289207829.0,158415187.0,129688382.0,2.29,2.29,0.0,1865926292.0,105559417.0,88128373.0,46411962.0,985599237.0,151027500.0,-910414841.0,601090409.0
DY,2016-04-23,False,Q3,2016,10-Q,664645000.0,,33083000.0,1.02,1.0,0.0,1599286000.0,848784000.0,242545000.0,19327000.0,501740000.0,78973000.0,-181572000.0,100637000.0
ENS,2016-03-31,False,FY,2015,10-K,2316249000.0,209999000.0,136150000.0,3.08,2.99,0.7,2214488000.0,1296239000.0,451171000.0,397307000.0,1018435000.0,307571000.0,-80923000.0,-105729000.0
EXAR,2016-03-27,False,FY,2016,10-K,113587000.0,-16533000.0,-16026000.0,-0.33,-0.33,0.0,255373000.0,118758000.0,36117000.0,55070000.0,214549000.0,3925000.0,-1279000.0,-2809000.0
GHM,2016-03-31,False,FY,2016,10-K,90039000.0,,6131000.0,0.61,0.61,0.33,143131000.0,102730000.0,27923000.0,24072000.0,109380000.0,18751000.0,-9150000.0,-12693000.0
HEI,2016-04-30,False,Q2,2016,10-Q,350648000.0,66794000.0,38657000.0,0.58,0.57,0.0,2017112000.0,545998000.0,161828000.0,36789000.0,978441000.0,102705000.0,-282598000.0,181704000.0
JCP,2016-04-30,False,Q1,2016,10-Q,2811000000.0,22000000.0,-68000000.0,-0.22,-0.22,0.0,9126000000.0,3798000000.0,2458000000.0,415000000.0,1250000000.0,-394000000.0,-11000000.0,-80000000.0
LOW,2016-04-29,False,Q1,2016,10-Q,15234000000.0,,880000000.0,0.98,0.98,0.28,37177000000.0,16473000000.0,14121000000.0,4561000000.0,7212000000.0,3220000000.0,-349000000.0,1284000000.0
NWY,2016-04-30,False,Q1,2016,10-Q,216038000.0,-5398000.0,-5716000.0,-0.09,-0.09,0.0,290260000.0,187279000.0,147450000.0,47628000.0,89318000.0,-11574000.0,-1869000.0,-361000.0
NGL,2016-03-31,False,FY,2016,10-K,11742110000.0,-104603000.0,-187097000.0,-2.35,-2.35,0.0,5560155000.0,1028480000.0,706017000.0,28176000.0,,351495000.0,-445327000.0,80705000.0
PANW,2016-04-30,False,Q3,2016,10-Q,345800000.0,-58600000.0,-70200000.0,-0.8,-0.8,0.0,2507000000.0,1446200000.0,1239000000.0,550000000.0,659000000.0,470600000.0,-339300000.0,42900000.0
STE,2016-03-31,False,FY,2016,10-K,2238764000.0,212927000.0,110763000.0,1.57,1.56,0.98,5346416000.0,972525000.0,400606000.0,248841000.0,3038892000.0,254675000.0,-729584000.0,560289000.0
SF,2015-12-31,True,FY,2015,10-K,2376993000.0,,92336000.0,1.35,1.18,0.0,13335915000.0,,,811019000.0,2492416000.0,-326829000.0,-1973265000.0,2424932000.0
THR,2016-03-31,False,FY,2016,10-K,281928000.0,36761000.0,23009000.0,0.72,0.71,0.0,468677000.0,199753000.0,57571000.0,84570000.0,298701000.0,47920000.0,-41568000.0,-15009000.0
TJX,2016-04-30,False,Q1,2017,10-Q,7542356000.0,918886000.0,508346000.0,0.77,0.76,0.26,11704722000.0,6877701000.0,4296735000.0,1944155000.0,4534969000.0,420268000.0,-289141000.0,-379492000.0
TGI,2016-03-31,False,FY,2016,10-K,3886072000.0,-1091106000.0,-1047960000.0,-21.29,-21.29,0.16,4835093000.0,1742641000.0,1135874000.0,20984000.0,934944000.0,83863000.0,-128029000.0,32454000.0
UVV,2016-03-31,False,FY,2016,10-K,2120373000.0,181647000.0,94268000.0,4.16,3.92,2.1,2232797000.0,1638546000.0,246270000.0,319447000.0,1453062000.0,183591000.0,-50931000.0,-61706000.0
VSTO,2016-03-31,False,FY,2016,10-K,2270734000.0,262758000.0,147037000.0,2.36,2.35,0.0,2942634000.0,1049664000.0,368901000.0,151692000.0,1660167000.0,198002000.0,-503204000.0,192600000.0
ZOES,2016-04-18,False,Q1,2016,10-Q,80411000.0,2836000.0,1396000.0,0.07,0.07,0.0,207026000.0,28418000.0,24319000.0,20614000.0,127535000.0,9481000.0,-8468000.0,470000.0
ABAX,2016-03-31,False,FY,2016,10-K,218901000.0,46354000.0,31630000.0,1.4,1.38,0.44,271380000.0,212198000.0,29172000.0,88323000.0,236312000.0,28056000.0,-20237000.0,-26627000.0
EGHT,2016-03-31,False,FY,2016,10-K,209336000.0,-7074000.0,-5120000.0,-0.06,-0.06,0.0,313452000.0,185900000.0,34734000.0,33576000.0,275306000.0,23567000.0,-36295000.0,-7248000.0
ACXM,2016-03-31,False,FY,2016,10-K,850088000.0,-13063000.0,6703000.0,0.09,0.09,0.0,1149849000.0,376010000.0,224000000.0,189629000.0,698968000.0,113642000.0,-69242000.0,-126027000.0
AMSC,2016-03-31,False,FY,2015,10-K,96023000.0,-20118000.0,-23139000.0,-1.76,-1.76,0.0,135318000.0,83341000.0,41007000.0,39330000.0,83549000.0,-4559000.0,4873000.0,18202000.0
TGLS,2015-09-30,True,Q3,2015,10-Q,62892000.0,10816000.0,-1938000.0,-0.08,-0.08,0.0,291487000.0,156221000.0,150902000.0,16871000.0,28201000.0,10242000.0,-19153000.0,7147000.0
TGLS,2013-12-31,True,FY,2013,10-K,183294000.0,27270000.0,24432000.0,1.18,1.18,0.0,248214000.0,154848000.0,108497000.0,2866000.0,46866000.0,10734000.0,-20629000.0,8372000.0
TGLS,2015-03-31,True,Q1,2015,10-Q,52043000.0,8002000.0,11862000.0,0.48,0.42,0.0,266559000.0,149196000.0,132386000.0,17132000.0,52892000.0,5339000.0,-4917000.0,488000.0
TGLS,2015-06-30,True,Q2,2015,10-Q,58053000.0,9308000.0,-21000000.0,-0.84,-0.84,0.0,298681000.0,163003000.0,144315000.0,16018000.0,37247000.0,7247000.0,-15867000.0,8369000.0
TGLS,2015-12-31,False,FY,2015,10-K,238833000.0,39082000.0,-12765000.0,-0.5,-0.5,0.0,316199000.0,167379000.0,136749000.0,18496000.0,33139000.0,792000.0,-9395000.0,10449000.0
ACAT,2016-03-31,False,FY,2016,10-K,632895000.0,-16214000.0,-9187000.0,-0.71,-0.71,0.38,317894000.0,229047000.0,124030000.0,17730000.0,167391000.0,19123000.0,-37966000.0,-4698000.0
ASNA,2016-04-23,False,Q3,2016,10-Q,1669300000.0,57400000.0,15000000.0,0.08,0.08,0.0,5485200000.0,1239800000.0,930000000.0,246000000.0,1850900000.0,163400000.0,-1737800000.0,1579800000.0
BRID,2016-04-15,False,Q2,2016,10-Q,31145000.0,,1492000.0,0.16,0.16,0.0,79002000.0,44965000.0,13788000.0,10266000.0,38969000.0,5540000.0,-1003000.0,-113000.0
CTRN,2016-04-30,False,Q1,2016,10-Q,193672000.0,12867000.0,8737000.0,0.6,0.6,0.06,313479000.0,230113000.0,86972000.0,53032000.0,219846000.0,20565000.0,-4442000.0,-2207000.0
EA,2016-03-31,False,FY,2016,10-K,4396000000.0,898000000.0,1156000000.0,3.73,3.5,0.0,7050000000.0,4354000000.0,2418000000.0,2493000000.0,3396000000.0,1223000000.0,-484000000.0,-306000000.0
