AZZ,2016-02-29,False,FY,2016,10-K,903192000.0,122288000.0,76790000.0,2.98,2.96,0.0,983371000.0,309334000.0,148405000.0,40191000.0,481216000.0,143589000.0,-99308000.0,-25323000.0
SAM,2016-03-26,False,Q1,2016,10-Q,188827000.0,11237000.0,7032000.0,0.55,0.53,0.0,607831000.0,182495000.0,101521000.0,51128000.0,435347000.0,6267000.0,-12955000.0,-36377000.0
SRCE,2016-03-31,False,Q1,2016,10-Q,68426000.0,,13818000.0,0.53,0.53,0.18,5245610000.0,,,85227000.0,649973000.0,25728000.0,-51609000.0,31387000.0
CP,2016-03-31,False,Q1,2016,10-Q,1591000000.0,653000000.0,540000000.0,3.53,3.51,0.35,19349000000.0,1450000000.0,1166000000.0,571000000.0,5290000000.0,218000000.0,-218000000.0,-62000000.0
AAL,2016-03-31,False,Q1,2016,10-Q,9435000000.0,1335000000.0,700000000.0,1.15,1.14,0.1,49909000000.0,10802000000.0,15277000000.0,495000000.0,4710000000.0,2620000000.0,-2114000000.0,-401000000.0
CBI,2016-03-31,False,Q1,2016,10-Q,2667733000.0,187940000.0,106925000.0,1.02,1.01,0.07,9480703000.0,3688030000.0,5314410000.0,641485000.0,2285334000.0,141850000.0,-47499000.0,-11392000.0
ANGI,2016-03-31,False,Q1,2016,10-Q,83856000.0,-3381000.0,-4004000.0,-0.07,-0.07,0.0,182360000.0,97388000.0,125177000.0,35352000.0,-3483000.0,9201000.0,-6266000.0,-182000.0
DAN,2016-03-31,False,Q1,2016,10-Q,1449000000.0,,45000000.0,0.3,0.3,0.06,4468000000.0,2563000000.0,1152000000.0,669000000.0,884000000.0,-27000000.0,-92000000.0,-20000000.0
DHR,2016-04-01,False,Q1,2016,10-Q,5387200000.0,882100000.0,758400000.0,1.1,1.09,0.0,48385600000.0,7747200000.0,5321300000.0,664300000.0,24577100000.0,772800000.0,8300000.0,-890600000.0
BBCN,2015-12-31,False,FY,2015,10-K,357351000.0,,92258000.0,1.16,1.16,0.0,7912648000.0,,,94934000.0,938095000.0,122886000.0,-949788000.0,663131000.0
BIIB,2016-03-31,False,Q1,2016,10-Q,2726800000.0,1378400000.0,970900000.0,4.44,4.43,0.0,20674700000.0,7201300000.0,2776600000.0,1130700000.0,10328100000.0,963400000.0,-1203200000.0,47400000.0
DOV,2016-03-31,False,Q1,2016,10-Q,1622273000.0,145816000.0,99356000.0,0.64,0.64,0.42,8980895000.0,2345756000.0,1648809000.0,243720000.0,3698133000.0,133413000.0,-425857000.0,178507000.0
